,OSOURCE,TCODE,STATE,MAILCODE,RECINHSE,RECP3,DOMAIN,WEALTH2,VETERANS,CRAFTS,WALKER,PEPSTRFL,RFA_5,RFA_24,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
45625,36.0,2.0,19.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,48.0,-2.225972374317893,-2.0372316469497664,1.2458464388998316,-0.07159049765110356,0.3398803044752788,0.3687844482900605,-0.5640232696204837,0.9712205937069689,-0.8848668378461826,0.7491388987778461,-1.50103612470243,-0.7888281524352404,-0.22023219326041987
45636,54.0,1002.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,224.0,56.0,-2.0572659244754363,-0.9415413360115638,-0.09857781019599299,-1.3617614404730953,-0.36687217069409467,0.3940513712075075,-0.8575896108384118,-0.6561198383262715,-0.790516460757682,-1.2361440599851954,1.0909211621442618,-0.4089052218966553,0.11191215330634545
45675,60.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4908165093313317,0.6616223489963541,-1.5650705138445384,-0.9833036237840846,-0.08483549497957552,-0.23927455023098246,-2.3081572889285473,-0.8866374905263419,-0.7660336147510624,-0.43068926109520345,1.0625363019439416,0.5417064969852116,0.5893888857421831
45681,112.0,28.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,18.0,-3.8288001783981547,-2.422031797171247,0.5341248117500998,-0.03491190405552341,-0.23052132771479789,0.7670453104537566,0.7208554091689949,-0.7131624117059304,-0.057074925724977396,1.6323627122180633,0.24371942022476797,-1.0438244593094808,0.2701222443878384
45687,592.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,84.0,84.0,1.9470785231339185,1.555131819273543,2.197111798978489,-1.0270649012843858,-2.5085662820361287,-0.6199878016140751,-0.4590803284913879,-0.09609981599004463,1.1054228757035611,2.1263829157048444,4.20969262630617,-0.22729460284861439,-0.1807263842169991
45695,514.0,2.0,12.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,224.0,224.0,-1.4840805856832016,2.4821822004835794,-1.5109697347320237,-1.4288463967413016,0.5757131056825834,0.55061956028865,-0.7334389457162209,-1.6179292511102188,0.3140641211811251,-1.1708337116181602,-0.060680328420527216,-0.25657077297913955,1.2605398803467034
45766,27.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,96.0,3.292081852093837,2.07914555789681,2.9768907387389736,-1.4569836557419482,1.4570758300709246,-0.12760306642210004,-0.060939762216019835,0.1929313110440454,-0.10771898852326638,-0.2574070804459469,-1.6057041700007417,-0.8099603835806208,-0.12994531036402052
45773,621.0,0.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,224.0,48.0,-1.686688849792705,1.4884100332139973,-0.12334452022044459,-0.7890937622417854,-1.6174486207594623,0.7238453602314143,0.9080690836812497,-0.846517819559069,0.4379438981422917,0.8497262982773915,1.5885028519795872,0.03704942323750689,-0.2535637719611317
45781,41.0,28.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,2.782719460487423,0.9653336547972838,0.5780760696783084,-0.9574061223920979,0.7750314148027095,0.30907649926013225,-0.37145797788696266,-0.03263840155119593,-0.07811975082549769,0.05037107737122869,0.26006151804387223,0.4129943588468174,-0.17144951349287335
45789,30.0,1.0,1.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,224.0,224.0,0.8262588165785291,2.9873412818538085,1.132350608321758,-1.2559232609931412,-2.562963772264781,-1.497698462500052,0.47229859661750717,0.7792593727257653,-0.8343057037621955,-0.5059446495203854,0.6742522486782887,0.2545748434508394,0.5777473121209405
45792,342.0,1.0,1.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,1.0,0.0,42.0,112.0,-0.38650331412187044,4.102262964316693,-0.09729669381752107,-0.9990457285999514,-0.8053710525039189,-0.2814046065373094,-0.23351992474057562,1.5516718051327532,-0.5836625524613681,-0.806256812975313,-0.04539165312508168,-1.3786474287616683,0.5622476198366304
45815,15.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,42.0,112.0,-2.851596649865483,3.3436061981874836,-1.7332261162974383,-0.44775553560817155,1.4920409509175538,-2.041120467090433,-1.373972599083153,-0.3426721269263569,1.8554917401517306,1.3547830727080634,0.8196587538667969,0.4879155490526957,-0.39087691117978535
45820,10.0,0.0,13.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,54.0,18.0,-0.7214725180206694,-1.7835358854444459,-2.101613012476679,-0.6742983714471339,-0.15731788707636557,-2.551072477132147,1.7608768350773838,-0.5923416044524488,1.2884792271766428,0.1395501989475313,-0.4502476079184764,0.06830899160069345,-0.38255776955999754
45845,27.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,48.0,-0.3800913347694354,0.6754893070300693,-1.4950839881603832,0.08280846251796595,0.8452739427429327,-2.124827795334157,-0.6457334691869069,1.051263657521163,1.816225023584775,3.1966681847590714,-0.7390588386084073,-0.8807890986995233,0.7996500308674287
45864,32.0,1002.0,4.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.4697275466378754,-0.7282679694156525,0.9180085841703796,-0.2073613923503401,0.13530998448118997,-1.551243474952305,2.0001670580260784,-0.6020738239926452,1.5511870590178511,0.6721639119552115,-0.17880247743596672,1.073512712610652,0.20151997187848927
45871,13.0,28.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,60.0,8.0,1.9255892742354224,-0.34615259715030594,0.020006846001684564,0.01644971366160644,-2.151575072486136,-0.06853559850299265,0.5279366665826123,-0.02835153996495264,-0.05613981341085635,0.21691620988616306,1.585303500834945,0.5242305108946793,-0.7519259738817607
45883,32.0,2.0,8.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,140.0,0.0,-0.3733763272552092,0.892295150466311,-2.584082582644652,1.312492373014806,-0.41513327793669436,-3.1850200291357775,0.20588126048891747,1.6923334857242571,1.0074828859644613,-0.1488502081329658,0.3869023888739433,-0.3337051051109553,0.4277217147884616
45888,62.0,0.0,40.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0758966182003005,-1.7748811966909486,-1.656309064844897,0.2042797578365539,2.1092345866662128,-2.070415209550274,1.4088097454100517,0.10516637494009488,1.0202910458263286,-1.0062305161291303,-0.615209415264187,0.5795124853297882,-0.3818906810255813
45924,99.0,28.0,1.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,18.0,3.505723920672949,1.1200386592425335,-0.34554847448120085,-0.2876849006157892,-2.226158274342444,-1.710220305634356,-1.0357120480115447,0.7191382455610582,-1.0321132126117063,0.08246126726291163,-1.394532132019513,-1.015440205590564,-0.7708719920584063
45929,54.0,1.0,12.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,18.0,-1.0833824984006353,-2.0225513504426065,1.8379221857130217,0.058608661414122104,-0.009158223588877851,0.09126521020016067,-0.17228984771805056,-0.2332326244039916,0.024321076898007367,1.8340579190699497,-0.8501176383820033,-0.33098679810574133,0.13016149795740375
45946,27.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,42.0,42.0,-1.3597769920404768,0.8625390009125514,0.04494026768223111,-0.3451710846080783,-1.8865823170445923,1.6113219231052462,0.706771252040812,-0.19998548522559648,1.0905456914676996,0.21117455534879195,0.7241740802614967,0.49752112637490814,-1.2335563144193744
45947,45.0,0.0,16.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,63.0,42.0,-2.7261657962022934,1.4760164501764717,0.10675253156048946,-0.649083502518523,0.11233387825246126,2.019338935496473,2.529973478173013,-0.5743107899950346,0.9300799038634157,-1.358149679705703,0.1298309910083488,-0.05609699582387878,0.3986176049535228
45953,19.0,1.0,16.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,54.0,4.0,1.0556566868577588,-0.6162580149846415,1.3782673557945435,-0.771712715656193,-0.2515294646169472,0.9481934604277631,1.7136293227619745,-1.0429266925421612,0.39100672585925494,-0.7815403043510704,-1.2323518135763312,1.1477124301164614,0.4270966731441763
45955,31.0,28.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,192.0,54.0,-1.2909355697792504,-3.1038738847011076,-0.14493048705022862,-0.9875051181224016,0.06351975376793759,-0.08267799479516424,1.5559229955964287,-0.21974574241653588,-0.9600988720809213,0.6808061743010381,0.20283435190443203,-0.8373975487274664,0.11334748663926285
45973,18.0,0.0,35.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,63.0,18.0,-1.249778238285053,1.967903297067518,-4.549340961494481,0.27785000089483536,0.9845993519571368,1.1372103040440418,0.007759060965709532,-0.44608128421037396,-1.340630386994634,-0.8846211011024786,-0.5222889807537859,0.9467678614229579,-0.48642811783192136
45980,216.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,54.0,8.0,2.2249113626830423,-0.4686550236772314,3.1793541256384374,-1.1765244334041072,-0.7205217852096536,-0.06714435103428495,-0.04691517230727342,-0.8695162559383639,0.08071363811553836,0.0050586522730492745,-1.0838795386106173,0.8894535398642357,0.5821642882252158
46042,8.0,1.0,16.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,224.0,144.0,-1.3461493273483716,1.9377908819866347,-0.014239965719560304,-1.238578195743759,2.537667786406313,-0.4322592072645755,-0.5012303169560027,0.17293716913270116,-1.107098378984236,-0.9877148557259159,0.32015553042129874,-0.8610523640497676,0.40901586955938524
46054,8.0,2.0,13.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,48.0,-0.010570394713260333,1.3368824873828689,-0.37918360047409566,-1.049714647931217,-2.8551803312239845,-0.5290460096827,0.3909098184778505,-0.2565603745233696,-0.3221805116610123,2.6016258095676053,2.469443447904865,0.664633832432949,-0.16401519813179335
46082,57.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,1.0,1.0,120.0,4.0,2.743374426574433,-0.3817700476395694,1.547094526852676,-0.6581242131600511,-0.2544742358999052,0.5242861799052385,-0.7567778868622872,0.422583952680762,0.2276900238788898,0.19674977989076803,-0.7626656058598628,0.4870430921919946,0.30755996384289774
46092,76.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,40.0,2.9600948421567734,-0.15356137627851624,0.43681401523504193,-0.42376223539109453,-0.02873639598455486,-0.2858520208746554,0.27886422644481906,-0.5189680548457647,-0.5901842045354343,0.3189473242793724,-0.9495145202299433,0.01304271675120786,0.003022115352863161
46099,48.0,0.0,40.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,40.0,8.0,-1.3492074189084455,-4.154675493852651,2.2139195246886922,1.0089455765451392,0.9699082632670138,0.5025156582549688,0.9936022011839855,2.884856938678205,-2.756181011168212,0.4931533031692852,0.22249605865052044,-0.27343490060324893,-2.620754685145541
46100,103.0,0.0,14.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,60.0,168.0,1.8878046931918966,2.3404330873683628,-0.9931283725626472,-1.2876205840470905,1.6564636620052138,0.27477537532080365,-0.7479541038105026,-0.32586703074665974,-0.6330752064454709,0.3671601537376626,-1.5013402184001643,0.26793652253914896,0.0368113677406736
46103,76.0,1.0,14.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,54.0,8.0,1.4669926484382758,-0.5430101261798908,-1.829683493922271,-0.4498618906433773,0.19137710555222734,2.269363968069139,1.2421935410573925,1.9142937115565537,0.8270549258510616,-1.3021714780208125,-1.8003070520352853,0.549958307104251,-0.2351876464949999
46114,78.0,1.0,14.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,60.0,60.0,0.6059333949287827,1.579286251088122,-0.38565975275960906,2.5379793276979234,0.0057123195124637195,0.2887040100757642,0.36627701047238975,-0.2119891346523074,-0.48669835528449923,-1.205311507426733,0.4690715199008373,-1.3725673854390537,-0.6615735883159496
46152,21.0,1.0,1.0,0.0,0.0,0.0,20.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.843234890725612,-2.103318280006253,-3.440003444098073,0.39532471712340256,-0.04644753835553257,2.1890273015859796,1.790804764629004,0.6991154055877808,0.34596345424933744,-1.45220792826246,-1.0818304719183167,-0.010269620337784181,-0.6673662972857147
46210,8.0,1.0,24.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,280.0,48.0,1.1284259260371057,1.1646829504988285,-1.1540260905504758,3.4747815382617038,1.752385124929296,1.3183073264558312,-0.3759653317300977,-0.7137087330595457,0.07390744763857669,-0.5805507521949343,1.7420119137487269,-0.4570307796952894,-0.4444421075543806
46240,54.0,1.0,3.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,224.0,168.0,-0.6865547109420853,2.222842027482695,-1.6399940746324302,-0.9080530210573077,-0.49437151190318296,-0.3048764640316509,-1.5565110451394135,-1.2025365311158267,-1.0400428850624746,-0.10689404653087951,-0.3425896923511685,0.48925448743719574,0.720720164635363
46251,105.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,120.0,6.0,0.854528035489291,0.3356936403956076,0.7157417709668848,1.1907193395415707,1.3235423280765954,0.8563596087741921,0.8847734669175888,-0.23705450811660694,0.10056954223506513,-0.6093397703679365,1.0526350067564478,-0.4129174802556549,-0.26910408128931534
46264,58.0,0.0,10.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.1008873377497541,-1.4501685669896012,-2.705954834088034,0.655259779388845,-0.15321127897617967,-2.5502194617435032,-1.2671080474200613,-0.4135291232581734,1.1395160361794412,-0.6682847427689509,-1.6919423651800636,-0.8350825127723859,-0.8855143827969145
46305,18.0,0.0,15.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,60.0,63.0,-0.8075659134021179,2.7831840071867586,1.4354218154260179,-0.5785176574420032,0.2372083314431675,0.539886246555509,-0.6352601209830225,-0.6205368541551279,0.39751963742437196,-0.964106618943514,0.3435368280414803,-0.11356029869919666,0.4135001687219704
46348,687.0,0.0,25.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,42.0,18.0,0.0014708637969400753,2.9605528915703943,-0.04119425972387217,-0.863066749139771,0.23533019747383693,-0.2764953922430532,-0.7359577564530086,-0.7450169287523551,-0.7965768511878218,0.2492582773642967,-1.9038574952754141,-0.7573685959862053,0.11962043108254504
46359,90.0,2.0,24.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,18.0,0.0,3.307851379816077,0.30995277389657816,-0.7699243037906721,-1.2706812188967445,3.0708130175260253,1.6006092648248935,-0.12305091951060868,-0.5928016520440942,1.0303825855165414,1.796093688416466,0.9894710131779263,0.4101645713350034,-0.012531983683944812
46377,317.0,2.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,-2.169286587279653,0.963377881411965,-0.15051976613749607,-0.05165243758391484,-0.521480772447795,0.474817445079007,-1.447739921387696,-0.8916396406686531,0.08251085836039017,0.31313187778640283,-1.6050501289256007,0.03858503376294242,1.3723812298330558
46391,18.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2984760169378906,0.78222035736245,2.512897847465588,-0.9035755838540056,-0.7938829830423683,-0.04633166773184104,-2.733021358903603,-0.4426902863790303,0.5214903862863629,0.6294679794096079,1.1295824423535672,0.41049800010993254,0.20444384913463196
46393,99.0,0.0,29.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,84.0,144.0,0.18364116474687353,0.9554704715948386,-1.4046634825196267,-0.4918050320402682,-0.659333383702602,-3.212420492119596,0.6386057814854139,1.3679291859857057,0.4170976704275789,-0.8536950296801071,0.5263611274898801,0.3818123931634241,-1.2364734118942522
46434,13.0,28.0,15.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,224.0,40.0,2.9659463341072816,-0.6942412630211714,0.7476942491529772,0.5744430936460825,0.5894310686510027,0.6423049088174153,-0.5595955706623174,-0.0617612908395254,0.04892176615489535,-0.206996671731767,0.5499430658724404,0.10294313303688427,-0.5000167679726547
46449,123.0,0.0,21.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,63.0,-4.598716712009629,0.08825860289238588,0.9704510897399772,-0.08120765216353949,0.6482477910976435,1.019220676049896,0.08210489211369279,-0.8819944723715076,0.14216609558167986,-0.6124135059605713,1.6618423867180125,-0.39735929141219767,0.374896403759913
46495,6.0,1.0,26.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,63.0,18.0,-1.1614997798491378,2.0229449400941757,-1.5934035558245567,0.3122366437782869,-1.6340000472335423,-0.6398275231620314,-1.3745731786911726,-0.8796224760567468,-1.6421282500487167,0.43955501484737847,-0.32600592135095846,-0.0536858032187333,0.14392364855130904
46530,35.0,1.0,24.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,96.0,0.14960329389460472,-1.4099969508888097,0.8386680081050115,-0.9793458034376734,1.3739425535326926,2.3155371182828786,1.1054079323060562,-1.0196637320437392,0.9191233293511412,1.8919245851583966,-0.8013728640855711,0.8673340764111436,-0.7761777140346448
46544,621.0,28.0,18.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,63.0,42.0,-3.4818743468990965,2.3963023063320845,0.14507073514460173,-0.31670972249000373,1.9630766785324254,-0.28933783209278274,0.8939125593096492,-0.3710122244998005,0.2934486002413341,0.14183609909952938,0.044404701252708394,0.5414514244895072,0.38191601574224987
46570,113.0,2.0,14.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,54.0,45.0,-1.9138111725871125,1.0788652215064023,-2.4020800984871267,0.16007540314240049,-1.3573023877419501,0.990998263967143,0.9359482170054039,-1.4579877780040174,1.5859874783239445,3.6960152874826315,2.420402577427885,-2.791419809989242,-0.5398135682239301
46613,62.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,192.0,4.0,1.127653938014981,-0.5339047782006879,0.603141431187043,-1.0438192946219653,-1.3784463217235807,0.5257294797840859,0.5093283562389287,-0.7538418064311472,0.7908934160210288,3.007269428516492,0.5186272119584605,-0.6413283356694401,-0.2359638194326335
46648,87.0,1.0,18.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4911237360742167,2.4958305635357823,2.4345290982740466,-0.464184513400545,-0.30683676281886685,-0.7868028770264729,0.6207930521388259,-0.1984683690751859,-0.788733529375351,-0.7003494273993959,0.7601522814540739,0.06157954458108112,0.2653099707264301
46654,104.0,4.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,54.0,0.0,0.34903954572093643,-2.44478180539821,0.4910303876454764,-0.8514671654563323,0.5537186317742475,-0.4781057974137553,-0.45384652548407023,-0.5151493126655393,-0.6506256518516815,1.2021126983577144,0.34215199970548266,-0.3145668045065481,0.5344684562799308
46692,45.0,0.0,18.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,60.0,3.0,1.1674524702086542,-1.5072033485892073,-2.0068935967431174,0.1976367003784858,-1.9772617869012215,0.39776958020683617,-1.2095265672673816,0.34684488190960894,-0.19196115535393454,-0.8314022563929041,0.14664389534824362,1.096889906296705,1.2636231832776956
46695,10.0,0.0,14.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,63.0,96.0,1.6695956976844823,1.5231780504057426,-1.0628785416369748,-1.3563952876923222,1.1876879420271387,-0.20120576636738272,0.8657480679363767,0.27506302740923877,-1.858046499850769,-1.0022202314663535,0.9331467435488496,0.35843289746464024,-0.4904439769980224
46696,54.0,2.0,26.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,42.0,224.0,-2.9577132883552335,2.0523687908104904,-0.17016927334126708,-1.005546168624738,1.1831093204426837,-0.11974402444552897,0.4700297351867979,1.6814073135552712,0.09741090072685205,0.4155079661301072,0.815714926410513,0.684958637894747,-0.1657465385892809
46722,108.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,42.0,63.0,0.3536322233245802,2.6896772614350617,-1.6999666902249129,-0.42252842434639065,0.795191112930481,1.0966345016673877,-1.0470760400464207,1.231767468804714,0.25851653218623616,-0.5931536454910096,-0.6936623599066924,-0.4273190013208483,0.38681236400495306
46747,121.0,1.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,140.0,240.0,-2.756733422053636,-1.0922427332041602,2.2375523440576903,2.8685977229958253,0.5025413866890972,0.23647307594041922,-1.1513356474046925,2.423428638976535,-1.9803816248053265,0.3964708602654364,0.45693520711598645,0.07669370220286857,-1.0938742121815686
46766,4.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.1417326881232222,0.9333520791458264,0.9255059611474664,-0.09741728417658509,-2.458779203565284,-0.611039926204246,-1.6645505344454978,-0.16311298720289133,-0.3680323022118973,0.5832178472877555,-1.3453947953606702,-0.6734822766964877,-0.8542816463588317
46770,84.0,2.0,40.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,1.0,1.0,180.0,18.0,-0.07178828307135975,-0.531091238211547,-0.21545494745985233,1.0021296859618984,1.4865103413262903,-1.6317881813332928,-0.3162601107282924,-0.08747155212344672,0.8356786031476398,0.7312840193461699,-1.2770016473705543,-0.33671664247368177,-0.7977989144215557
46775,259.0,1.0,12.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,60.0,63.0,-3.2514302535890525,-0.29875169481722536,1.8253487376584434,-0.3393060888661523,-0.14653420314236384,0.1652937226152223,-0.7521676976743519,-0.5406584897269701,-0.005675067323066863,-0.9768417974726525,0.06715396357358805,0.1321394359379139,0.5319358496195734
46784,106.0,2.0,14.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,224.0,54.0,4.869212827063677,0.5972004304976422,0.20349156890261078,-0.6544600484751103,2.8394073381900697,0.6240719438261916,0.3836166414617681,0.3945161885652279,-0.17851504751605032,-1.3011814578183396,0.8726785357152865,-0.12666150594826575,-0.24041302949971416
46806,27.0,1.0,17.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,36.0,0.40348039073020814,-1.2691488783000457,-0.10407941989182166,0.24152513526306607,-1.5941624498239024,0.30752326480992415,-0.5166205001488673,-1.4691119223929325,-0.018085242033276636,0.34153189078015433,-1.3159327929921496,0.13219878194943374,0.09733846807778393
46816,147.0,0.0,32.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,36.0,-0.19947891429750753,1.7856234235065307,-2.3863773323769606,-0.10841376321204457,-1.0489319105522406,-0.29566684326250225,-0.2435247556827686,0.19685658926025149,-1.2532233249165505,-0.7526920105247374,-0.18518395748760239,-1.5792612219225035,-1.3489231813829652
46831,13.0,28.0,10.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,40.0,-0.877788733014825,-4.487114212171281,1.4465197971574242,0.16071211512947767,-0.7306149843485408,-0.3759346540729525,-1.3392805413336024,1.0410567374003767,-1.8834621031463237,0.0357726838239253,-0.10853350497228242,0.3115870544388965,-0.8496816407286609
46884,226.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,224.0,40.0,3.9206292667890836,0.17982250496052088,1.0237960659327137,0.3189674925028804,1.5471182715349598,1.0475156691818788,-0.6574683792459308,0.0983566136687796,0.9600189881617935,1.2906621271955798,1.5112988625990773,-0.1805373885505249,-0.4397582257077063
46888,3.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7795812883197698,-1.3264147028629267,-1.3280068102351796,-0.0695241571687534,-2.206708370934951,0.22589764243566526,-1.2169753119241058,-0.014048513772948303,0.8028687820006929,0.321003995684466,0.9768810418328521,-0.6644670412151924,1.4376480409804626
46889,35.0,28.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,1.0,0.0,84.0,60.0,0.21122061597989542,1.2153015395205287,-1.1254067743259266,-0.18697268627171415,-0.07805737512672424,1.6176319173672085,-0.5523858312250732,0.09044882550104064,0.75018482214388,-0.9710076854707909,-0.6089602182400802,0.33282063825021574,-1.1373882424716253
46906,77.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,120.0,10.0,-0.5357587075180806,-1.9508483638919574,-5.689567118336338,2.51690760702008,1.1824656602836465,-0.7448764120289573,1.3216608793116897,-1.2371656724217501,-3.988203361403037,1.4632817787138275,0.6217452147220759,5.513813581031628,2.181244875042534
46908,78.0,1.0,12.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,144.0,0.560525066069123,-0.11497542602545183,0.703275408709516,-1.1577547010203184,-2.247132211085049,-0.5820721345294668,0.28514454920930926,-0.5563873403481389,-0.4878451421203112,-1.2875183001753547,1.4039422330507847,-0.33025939290120027,-0.01436536584262293
46913,35.0,0.0,19.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,54.0,18.0,-1.442005593104704,-0.6480002418714441,-1.1547573485591516,0.07730390437395232,0.10441848947178299,-2.0726701885676944,-0.5197373833328454,0.22821557003252957,0.8550910768635157,0.528910092563911,-1.7910771741022955,-0.8361134595181906,-0.12868662425690233
46925,188.0,0.0,12.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,140.0,8.0,2.8760426290347634,-0.009203267486970224,-0.9827799209430402,-0.26333810791598555,-1.8568030530902964,-0.4393504682166806,1.1637015854334538,1.041310854992259,-0.03232191768722818,2.071561244359846,0.09882675175472189,-0.9230547139923503,0.49405173753957726
46935,118.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,60.0,3.635960796023692,-0.39690468469923856,2.6304072487357013,-0.17977392894419308,-0.6751233052223945,0.16594698359778837,-1.0852405762807382,1.431161951780876,0.3803301741689673,-1.0164096903626298,0.5961650955215626,0.6276355901347861,1.0525452655207908
46940,27.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.4245181996343546,0.8457786091925714,-2.31656023339199,0.15495520446588446,-2.3269569073165193,-0.5156601320939215,-0.6954192928223926,-0.1392650822104318,-0.527915482417109,1.8646431668363659,-0.9859760202256033,-1.6731588808174314,-0.7623359987966838
46945,45.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,-1.1589520021087318,2.238502708736382,-0.0670315720780392,-0.356514203490808,1.2697106423260403,2.2788809902399896,-0.6444549125178386,-0.7146400443817543,1.2282571802792486,0.5269772684600494,-0.09613853220986275,0.08255800337914615,-0.9964809484925976
